Drive_ID,Vendor,Model,Firmware_Version,Power_On_Hours,Total_TBW_TB,Total_TBR_TB,Temperature_C,Percent_Life_Used,Media_Errors,Unsafe_Shutdowns,CRC_Errors,Read_Error_Rate,Write_Error_Rate,SMART_Warning_Flag,Failure_Mode,Failure_Flag
NVME-02472,VendorD,Model-PRO,FW1.2,18463,176.4,260.2,23.4,30.1,1,2,1,4.51,0.84,0,0,0
NVME-02473,VendorD,Model-LITE,FW1.1,18560,103.6,120.6,51.7,28.8,1,4,0,10.6,0.93,0,0,0
NVME-02474,VendorC,Model-PRO,FW2.0,57975,92.4,124.9,56.5,24.4,0,5,2,7.98,1.16,0,0,0
NVME-02475,VendorB,Model-X1,FW1.1,44136,45.9,33.1,38.8,4.4,2,2,0,8.14,1.33,0,0,0
NVME-02476,VendorD,Model-X2,FW2.1,10236,191.1,156.1,34.2,34.6,0,0,0,19.99,4.26,0,0,0
NVME-02477,VendorA,Model-X2,FW2.1,53487,74.2,66.2,20.4,16.6,3,4,1,11.84,12.24,0,0,0
NVME-02478,VendorC,Model-X1,FW1.0,11391,48.5,39.6,29.6,10.4,0,2,0,12.18,6.95,0,0,0
NVME-02479,VendorA,Model-X1,FW2.0,39109,42.8,59.2,46.7,9.8,3,3,0,1.73,5.94,0,0,0
NVME-02480,VendorC,Model-PRO,FW2.1,12649,91.5,92.6,39.7,28.0,0,2,1,10.87,4.42,0,0,0
NVME-02481,VendorA,Model-X1,FW1.2,12121,22.7,33.0,27.9,0.0,0,4,0,5.85,8.67,0,0,0
NVME-02482,VendorD,Model-PRO,FW1.2,4214,24.5,20.1,52.2,0.0,1,2,0,5.15,5.71,0,0,0
NVME-02483,VendorD,Model-LITE,FW1.1,47215,24.4,13.1,34.6,0.0,2,2,1,0.97,0.32,0,0,0
NVME-02484,VendorA,Model-X2,FW1.2,2684,263.3,168.0,28.2,64.4,1,1,0,3.9,2.72,0,0,0
NVME-02485,VendorB,Model-X2,FW2.1,9840,221.6,158.9,40.4,52.8,0,3,1,9.7,0.26,0,0,0
NVME-02486,VendorD,Model-X2,FW1.2,34356,39.5,45.0,44.1,9.6,0,0,0,0.89,4.66,0,0,0
NVME-02487,VendorB,Model-LITE,FW2.0,20143,105.5,71.9,29.3,20.9,1,3,1,4.17,8.69,0,0,0
NVME-02488,VendorD,Model-LITE,FW1.1,55654,140.9,124.2,37.6,30.3,1,0,1,7.36,0.25,0,0,0
NVME-02489,VendorB,Model-ULTRA,FW2.0,30843,116.0,150.3,52.3,23.9,2,4,1,14.62,1.8,0,0,0
NVME-02490,VendorB,Model-PRO,FW2.1,13419,30.0,18.7,29.2,9.8,1,5,0,22.96,1.58,0,0,0
NVME-02491,VendorA,Model-PRO,FW2.1,57299,44.8,26.0,42.8,19.6,3,2,1,8.38,1.8,0,0,0
NVME-02492,VendorA,Model-ULTRA,FW1.2,33095,104.2,108.4,37.5,17.7,2,1,0,6.22,6.72,0,0,0
NVME-02493,VendorC,Model-X2,FW1.0,20955,23.7,28.4,44.3,3.1,0,3,1,2.23,0.67,0,0,0
NVME-02494,VendorB,Model-PRO,FW1.0,5342,182.4,257.4,31.6,39.4,1,3,0,4.62,5.72,0,0,0
NVME-02495,VendorB,Model-PRO,FW2.1,46269,29.2,33.9,41.9,0.0,0,0,1,17.39,5.49,0,0,0
NVME-02496,VendorB,Model-X2,FW2.1,24107,96.2,139.1,32.4,25.8,1,2,0,3.68,13.48,0,0,0
NVME-02497,VendorB,Model-X1,FW1.1,29507,155.8,116.0,24.0,35.1,1,3,0,3.62,3.5,0,0,0
NVME-02498,VendorD,Model-X1,FW2.1,53604,168.9,142.2,28.7,39.6,5,2,0,19.74,15.06,0,0,0
NVME-02499,VendorD,Model-ULTRA,FW2.1,14950,170.6,228.5,38.3,35.0,1,2,2,8.46,12.62,0,0,0
NVME-02500,VendorB,Model-LITE,FW1.1,21412,46.5,61.0,41.9,12.3,1,2,0,14.56,2.32,0,0,0
NVME-02501,VendorD,Model-PRO,FW2.0,14194,51.4,59.9,49.7,10.7,0,1,0,4.54,14.53,0,0,0
NVME-02502,VendorC,Model-PRO,FW2.0,49045,111.0,111.7,42.9,25.0,0,2,1,10.6,5.4,0,0,0
NVME-02503,VendorB,Model-ULTRA,FW1.1,40183,137.5,71.2,52.5,36.1,1,7,1,9.62,6.37,0,0,0
NVME-02504,VendorD,Model-ULTRA,FW1.1,48614,133.1,103.9,38.4,31.4,2,2,1,3.02,4.41,0,0,0
NVME-02505,VendorA,Model-PRO,FW2.0,13088,144.5,95.1,44.4,24.7,0,3,0,10.09,7.52,0,0,0
NVME-02506,VendorA,Model-X2,FW2.0,13298,121.6,67.0,32.1,26.6,2,4,0,5.19,5.03,0,0,0
NVME-02507,VendorD,Model-X2,FW2.0,798,106.3,135.6,42.5,29.6,0,2,1,4.9,8.58,0,0,0
NVME-02508,VendorB,Model-LITE,FW2.0,537,50.0,31.6,37.0,10.1,1,1,3,3.3,6.93,0,0,0
NVME-02509,VendorD,Model-PRO,FW1.2,22303,108.6,93.1,36.1,27.9,0,3,0,2.26,8.02,0,0,0
NVME-02510,VendorD,Model-PRO,FW1.1,16095,244.3,360.9,40.6,62.1,0,0,1,14.57,2.4,0,0,0
NVME-02511,VendorA,Model-PRO,FW1.0,39048,67.6,61.5,28.7,19.4,0,2,0,5.06,1.01,0,0,0
NVME-02512,VendorD,Model-PRO,FW1.2,9976,62.5,40.1,42.6,16.4,2,2,1,3.92,3.26,0,0,0
NVME-02513,VendorB,Model-ULTRA,FW1.0,18637,129.5,154.1,45.6,29.9,2,2,1,7.31,11.68,0,0,0
NVME-02514,VendorB,Model-X1,FW1.0,13002,29.2,38.3,34.4,5.4,3,4,0,17.53,1.01,1,4,1
NVME-02515,VendorC,Model-PRO,FW2.1,55290,95.4,74.3,41.5,20.7,1,9,0,1.99,12.76,0,0,0
NVME-02516,VendorD,Model-X1,FW1.1,55260,177.2,232.0,50.0,46.4,2,2,1,23.59,7.63,0,0,0
NVME-02517,VendorA,Model-X2,FW1.2,22859,96.0,74.1,46.0,24.7,0,0,1,10.14,11.45,0,0,0
NVME-02518,VendorB,Model-LITE,FW1.1,27590,95.5,113.9,38.9,20.5,2,5,0,9.53,14.6,0,0,0
NVME-02519,VendorC,Model-X2,FW2.0,21620,10.2,6.4,43.2,0.9,0,5,1,13.26,8.96,0,0,0
NVME-02520,VendorC,Model-PRO,FW1.1,5378,68.9,63.9,51.9,15.7,2,2,0,8.33,5.75,0,0,0
NVME-02521,VendorC,Model-X2,FW1.0,33827,36.8,37.6,42.0,9.8,0,4,0,15.12,3.19,0,0,0
NVME-02522,VendorA,Model-ULTRA,FW2.0,10131,27.1,33.2,47.6,4.3,0,4,0,7.83,4.33,0,0,0
NVME-02523,VendorA,Model-X1,FW1.1,24953,78.8,90.6,46.4,11.7,1,4,0,2.54,4.37,0,0,0
NVME-02524,VendorB,Model-PRO,FW1.1,20704,137.3,185.8,40.8,33.2,2,1,0,15.76,9.55,0,0,0
NVME-02525,VendorD,Model-ULTRA,FW1.0,53008,74.3,50.8,50.3,14.5,0,3,0,2.17,7.32,0,0,0
NVME-02526,VendorA,Model-X1,FW2.0,40455,158.9,184.5,31.9,32.3,2,6,0,1.7,11.74,0,0,0
NVME-02527,VendorA,Model-ULTRA,FW1.0,26019,135.7,85.2,43.4,28.0,2,3,0,4.41,0.63,0,0,0
NVME-02528,VendorD,Model-X2,FW1.1,21254,52.5,51.3,35.6,8.4,2,3,2,0.84,1.34,0,0,0
NVME-02529,VendorA,Model-PRO,FW1.2,9006,58.6,60.0,47.1,16.7,0,3,0,2.06,6.68,0,0,0
NVME-02530,VendorD,Model-X2,FW1.2,14398,14.0,7.4,39.9,7.9,0,3,0,3.88,2.68,0,0,0
NVME-02531,VendorC,Model-LITE,FW2.1,42565,300.6,171.4,47.6,70.5,1,2,0,2.52,4.45,0,0,0
NVME-02532,VendorD,Model-PRO,FW1.2,53173,39.4,52.8,46.1,9.9,0,3,0,8.85,5.18,0,0,0
NVME-02533,VendorA,Model-X2,FW2.0,51966,98.1,77.2,36.6,15.5,0,2,2,2.38,22.85,0,0,0
NVME-02534,VendorA,Model-PRO,FW2.1,1447,77.0,65.2,44.3,19.7,0,2,0,3.26,0.31,0,0,0
NVME-02535,VendorC,Model-X1,FW2.0,5108,235.7,268.8,43.7,62.3,0,3,1,7.69,1.65,0,0,0
NVME-02536,VendorD,Model-PRO,FW1.2,55337,108.1,77.9,38.4,23.1,1,3,1,3.01,0.03,0,0,0
NVME-02537,VendorC,Model-PRO,FW1.2,24653,85.2,59.0,46.9,10.9,0,0,0,11.06,0.68,0,0,0
NVME-02538,VendorA,Model-X1,FW1.1,27118,200.0,184.3,39.1,48.1,1,6,0,11.32,9.95,0,0,0
NVME-02539,VendorC,Model-X2,FW2.0,4968,98.1,54.8,33.8,13.0,1,3,0,5.96,10.73,0,0,0
NVME-02540,VendorC,Model-PRO,FW1.0,31005,42.9,60.8,42.3,4.8,4,4,0,30.54,2.62,1,4,1
NVME-02541,VendorC,Model-ULTRA,FW1.1,4060,124.7,179.6,43.6,26.5,0,2,0,11.25,3.91,0,0,0
NVME-02542,VendorC,Model-PRO,FW2.0,10044,26.0,24.7,20.0,11.3,2,2,0,11.4,0.86,0,0,0
NVME-02543,VendorD,Model-X2,FW2.1,2605,37.7,26.7,59.2,9.2,0,9,0,4.22,13.25,0,0,0
NVME-02544,VendorC,Model-X1,FW2.0,54348,60.9,59.1,62.6,10.6,0,2,1,2.35,9.4,0,0,0
NVME-02545,VendorA,Model-X2,FW2.1,23859,30.6,18.4,33.3,3.9,2,3,1,10.2,6.17,0,0,0
NVME-02546,VendorB,Model-LITE,FW2.1,18221,66.5,59.7,44.9,9.4,4,3,0,1.0,5.5,0,0,0
NVME-02547,VendorA,Model-PRO,FW1.2,45229,5.8,3.3,31.5,0.0,2,1,0,16.17,8.05,0,0,0
NVME-02548,VendorB,Model-PRO,FW1.0,48711,96.3,116.2,26.7,20.4,1,3,0,1.19,15.25,0,0,0
NVME-02549,VendorB,Model-X1,FW2.0,50360,119.9,93.0,36.3,27.0,0,1,0,7.65,4.7,0,0,0
NVME-02550,VendorA,Model-PRO,FW1.0,19163,54.4,55.5,28.9,15.2,3,2,0,9.44,8.63,0,0,0
NVME-02551,VendorB,Model-ULTRA,FW2.1,50289,17.9,9.2,44.3,4.9,2,4,0,18.13,9.81,0,0,0
NVME-02552,VendorA,Model-ULTRA,FW1.2,31659,83.4,85.5,47.0,12.6,4,2,1,9.59,8.91,0,0,0
NVME-02553,VendorD,Model-X2,FW1.0,5860,135.4,68.1,54.1,20.0,0,3,0,10.55,9.36,0,0,0
NVME-02554,VendorD,Model-X1,FW1.1,41971,23.7,33.8,40.4,2.1,1,2,0,1.65,6.77,0,0,0
NVME-02555,VendorA,Model-LITE,FW2.1,13181,436.2,436.7,46.9,107.2,1,3,0,10.39,1.31,1,1,1
NVME-02556,VendorD,Model-X2,FW1.1,51348,98.6,59.2,43.1,20.3,1,2,0,2.38,2.74,0,0,0
NVME-02557,VendorB,Model-X1,FW1.0,48653,139.9,117.7,42.3,32.0,1,4,2,1.77,5.47,0,0,0
NVME-02558,VendorA,Model-X1,FW1.0,33226,368.7,201.3,32.0,75.0,1,2,0,4.06,10.05,0,0,0
NVME-02559,VendorA,Model-X2,FW1.0,31061,114.3,117.8,38.1,22.6,0,1,1,1.87,17.65,0,0,0
NVME-02560,VendorB,Model-X2,FW2.0,38821,41.7,26.0,37.1,12.4,1,3,0,3.1,7.09,0,0,0
NVME-02561,VendorC,Model-PRO,FW2.1,33944,49.7,48.4,44.7,13.7,0,3,0,7.53,0.74,0,0,0
NVME-02562,VendorC,Model-LITE,FW2.1,14188,171.2,137.9,23.1,38.2,0,0,0,4.37,16.93,0,0,0
NVME-02563,VendorA,Model-ULTRA,FW2.1,7336,151.6,191.3,48.4,35.7,0,3,2,0.31,2.38,0,0,0
NVME-02564,VendorA,Model-PRO,FW2.0,38539,173.3,170.2,37.9,45.0,2,3,0,8.62,0.23,0,0,0
NVME-02565,VendorB,Model-X1,FW1.0,55067,130.1,175.4,34.7,29.8,0,2,1,6.94,2.23,0,0,0
NVME-02566,VendorA,Model-LITE,FW1.0,22248,117.0,168.6,42.8,34.3,2,2,2,4.41,15.99,0,0,0
NVME-02567,VendorA,Model-LITE,FW1.1,59547,143.2,210.4,39.8,33.8,1,1,1,1.96,3.52,0,0,0
NVME-02568,VendorA,Model-X2,FW2.0,37842,112.2,85.3,41.3,21.7,0,2,0,1.94,6.86,0,0,0
NVME-02569,VendorD,Model-LITE,FW1.2,36395,33.9,43.0,50.5,3.6,0,3,1,1.38,2.21,0,0,0
NVME-02570,VendorD,Model-LITE,FW2.0,51554,49.9,46.8,25.7,9.4,0,3,0,1.09,3.46,0,0,0
NVME-02571,VendorB,Model-X1,FW1.1,45160,157.5,145.9,28.9,34.5,2,4,1,10.66,5.11,0,0,0
NVME-02572,VendorD,Model-PRO,FW1.1,42664,373.2,510.6,35.6,87.9,1,2,2,16.43,6.44,0,0,0
NVME-02573,VendorB,Model-LITE,FW1.1,33943,178.1,115.0,51.2,46.0,0,3,0,6.61,1.79,0,0,0
NVME-02574,VendorB,Model-X2,FW1.0,20532,250.0,244.5,46.3,54.5,2,3,1,4.17,10.27,0,0,0
NVME-02575,VendorA,Model-PRO,FW1.2,16812,21.9,23.9,39.0,7.3,2,2,2,11.27,0.77,0,0,0
NVME-02576,VendorC,Model-X2,FW1.1,14533,186.0,105.3,44.8,42.5,1,1,0,8.47,8.68,0,0,0
NVME-02577,VendorD,Model-LITE,FW2.1,27908,147.6,201.4,46.7,32.0,1,4,0,2.57,8.28,0,0,0
NVME-02578,VendorC,Model-PRO,FW1.0,36345,107.2,87.3,44.1,25.9,0,5,0,9.91,10.29,0,0,0
NVME-02579,VendorB,Model-LITE,FW1.2,39992,58.3,67.4,48.7,15.9,2,2,0,12.79,2.29,0,0,0
NVME-02580,VendorC,Model-X1,FW2.1,17486,120.4,171.9,41.4,37.2,0,2,0,19.29,3.46,0,0,0
NVME-02581,VendorA,Model-PRO,FW1.2,25252,163.2,199.1,43.9,44.8,0,5,1,4.29,2.43,0,0,0
NVME-02582,VendorD,Model-X2,FW1.2,25002,89.2,123.6,44.0,26.4,2,3,1,0.53,3.72,0,0,0
NVME-02583,VendorB,Model-X1,FW2.1,32762,47.6,27.1,36.7,9.4,1,0,1,6.62,25.45,0,0,0
NVME-02584,VendorB,Model-ULTRA,FW2.0,55638,224.7,223.1,38.9,44.6,1,3,0,4.14,11.41,0,0,0
NVME-02585,VendorB,Model-X2,FW1.2,58971,69.7,74.2,44.1,17.8,0,3,0,11.86,7.87,0,0,0
NVME-02586,VendorC,Model-LITE,FW2.0,14802,110.0,130.8,32.2,15.6,1,2,0,7.2,5.48,0,0,0
NVME-02587,VendorA,Model-X2,FW1.2,35689,11.6,7.2,34.2,2.1,2,4,1,9.22,6.02,0,0,0
NVME-02588,VendorC,Model-ULTRA,FW2.1,42525,44.0,50.9,37.9,12.2,2,4,0,8.11,8.7,0,0,0
NVME-02589,VendorA,Model-X2,FW1.2,44285,188.7,121.9,40.4,36.8,1,1,0,3.16,4.07,0,0,0
NVME-02590,VendorC,Model-X1,FW1.1,26957,178.8,101.5,39.8,41.3,0,1,1,3.56,7.04,0,0,0
NVME-02591,VendorD,Model-X2,FW1.1,45807,119.6,115.9,39.9,30.8,0,1,0,23.66,9.06,0,0,0
NVME-02592,VendorD,Model-PRO,FW1.2,18864,13.9,15.3,41.1,2.7,0,1,0,1.16,7.58,0,0,0
NVME-02593,VendorB,Model-ULTRA,FW2.1,8786,49.5,72.2,38.1,11.4,0,2,0,4.08,2.22,0,0,0
NVME-02594,VendorB,Model-X2,FW2.1,58582,295.0,353.6,34.5,69.3,1,3,0,1.86,6.6,0,0,0
NVME-02595,VendorA,Model-ULTRA,FW1.0,2516,90.8,99.1,40.3,28.8,0,4,2,8.36,7.04,0,0,0
NVME-02596,VendorC,Model-X1,FW2.1,58800,158.7,113.4,45.1,36.5,1,6,1,15.76,15.73,0,0,0
NVME-02597,VendorA,Model-PRO,FW2.0,25829,48.1,31.4,46.9,14.1,0,4,1,10.31,5.91,0,0,0
NVME-02598,VendorB,Model-LITE,FW1.2,32771,87.9,97.3,24.1,18.1,2,1,2,9.68,9.54,0,0,0
NVME-02599,VendorA,Model-X2,FW1.1,52501,48.7,35.2,32.1,14.3,2,6,0,0.57,4.15,0,0,0
NVME-02600,VendorA,Model-X1,FW2.1,2242,64.6,77.9,47.5,18.0,0,3,1,9.42,13.46,0,0,0
NVME-02601,VendorC,Model-ULTRA,FW1.1,19872,41.8,25.7,37.8,11.8,2,3,1,5.87,0.74,0,0,0
NVME-02602,VendorA,Model-ULTRA,FW1.0,58568,74.4,62.5,25.3,25.2,0,0,0,14.86,0.17,0,0,0
NVME-02603,VendorC,Model-X1,FW1.2,54567,77.3,98.4,49.8,15.9,0,4,0,6.52,3.02,0,0,0
NVME-02604,VendorB,Model-X2,FW2.1,25477,145.5,193.7,48.0,32.6,2,3,0,12.76,9.42,0,0,0
NVME-02605,VendorA,Model-LITE,FW1.1,43102,17.3,14.6,30.5,11.0,0,5,1,14.93,4.5,0,0,0
NVME-02606,VendorB,Model-X2,FW2.1,307,28.3,20.0,30.6,4.8,0,1,0,14.96,8.74,0,0,0
NVME-02607,VendorA,Model-PRO,FW1.0,10946,88.9,129.6,63.9,23.9,0,3,0,2.7,1.18,0,0,0
NVME-02608,VendorA,Model-X2,FW1.1,41532,31.8,40.1,32.7,16.3,2,4,0,9.28,2.78,0,0,0
NVME-02609,VendorC,Model-PRO,FW1.1,50890,35.3,46.1,49.7,11.9,0,3,0,0.11,9.3,0,0,0
NVME-02610,VendorA,Model-ULTRA,FW1.2,21611,245.7,177.6,52.4,56.9,0,4,1,3.3,8.74,0,0,0
NVME-02611,VendorD,Model-PRO,FW1.2,24811,138.9,128.4,28.4,30.2,0,0,0,13.65,1.24,0,0,0
NVME-02612,VendorA,Model-LITE,FW1.1,48114,74.7,42.4,32.7,22.5,5,2,0,10.85,2.84,0,0,0
NVME-02613,VendorA,Model-X1,FW1.2,37224,46.2,28.2,48.3,5.3,2,1,0,10.29,14.58,0,0,0
NVME-02614,VendorC,Model-PRO,FW1.1,25846,258.6,186.4,29.1,50.4,2,2,1,5.98,3.28,0,0,0
NVME-02615,VendorB,Model-X2,FW2.0,57901,23.4,18.8,31.4,0.8,1,1,0,8.48,5.65,0,0,0
NVME-02616,VendorA,Model-PRO,FW2.1,6124,171.8,257.2,38.4,38.4,2,4,1,5.4,6.82,0,0,0
NVME-02617,VendorB,Model-ULTRA,FW2.0,30492,269.4,248.4,39.0,54.2,0,4,1,0.96,3.89,0,0,0
NVME-02618,VendorA,Model-PRO,FW2.0,40473,89.4,107.1,48.7,31.1,0,2,0,1.47,5.06,0,0,0
NVME-02619,VendorD,Model-LITE,FW2.1,34304,114.9,161.4,44.5,21.5,2,6,0,8.84,12.06,0,0,0
NVME-02620,VendorB,Model-PRO,FW1.1,44631,119.9,89.5,41.7,31.3,1,1,0,15.9,3.11,0,0,0
NVME-02621,VendorC,Model-LITE,FW1.1,22859,144.1,92.9,38.8,28.6,1,1,0,12.32,8.42,0,0,0
NVME-02622,VendorD,Model-X2,FW1.2,26824,104.6,77.7,31.6,23.2,0,4,0,1.87,8.27,0,0,0
NVME-02623,VendorB,Model-ULTRA,FW1.0,45872,113.2,156.5,49.7,25.6,1,1,0,6.25,1.0,0,0,0
NVME-02624,VendorD,Model-X1,FW1.1,41566,45.0,52.5,41.1,4.7,0,3,1,13.53,4.76,0,0,0
NVME-02625,VendorB,Model-X2,FW2.1,10897,13.2,12.6,45.2,3.0,0,4,2,4.81,0.33,0,0,0
NVME-02626,VendorD,Model-X2,FW1.0,55499,164.3,216.9,41.8,43.8,1,2,0,13.47,11.43,0,0,0
NVME-02627,VendorA,Model-X1,FW2.1,59827,29.5,21.7,40.9,5.8,0,1,1,3.59,0.38,0,0,0
NVME-02628,VendorC,Model-PRO,FW2.1,25121,233.5,172.6,40.8,53.2,1,3,0,2.69,3.07,0,0,0
NVME-02629,VendorB,Model-PRO,FW2.1,35649,78.3,83.6,40.0,19.1,0,5,1,3.52,1.93,0,0,0
NVME-02630,VendorB,Model-PRO,FW1.0,33311,314.4,405.6,38.9,71.9,3,2,1,1.35,11.01,0,0,0
NVME-02631,VendorC,Model-ULTRA,FW2.0,49369,112.4,85.4,35.2,16.2,2,0,0,14.45,12.39,0,0,0
NVME-02632,VendorC,Model-X2,FW2.1,42600,61.3,43.5,44.3,17.6,0,1,2,1.27,7.11,0,0,0
NVME-02633,VendorA,Model-LITE,FW1.2,43830,136.9,133.3,49.0,33.3,1,2,0,1.63,6.44,0,0,0
NVME-02634,VendorA,Model-X1,FW1.1,33434,289.7,183.7,41.9,64.8,1,0,1,9.38,1.61,0,0,0
NVME-02635,VendorC,Model-X2,FW1.1,20086,93.9,117.2,52.8,27.8,0,0,0,5.85,15.62,0,0,0
NVME-02636,VendorC,Model-PRO,FW1.1,18420,90.5,97.5,36.3,25.7,1,6,1,5.19,0.29,0,0,0
NVME-02637,VendorD,Model-X1,FW1.0,37051,84.7,85.8,57.2,20.9,2,4,0,7.12,14.62,0,0,0
NVME-02638,VendorC,Model-LITE,FW1.2,40794,60.3,82.7,43.5,11.1,0,5,0,15.65,5.92,0,0,0
NVME-02639,VendorD,Model-X2,FW1.2,42712,105.3,129.8,20.0,22.4,3,2,1,3.42,8.22,0,0,0
NVME-02640,VendorC,Model-X2,FW1.2,53823,117.1,76.0,55.3,25.6,0,3,1,11.07,2.09,0,0,0
NVME-02641,VendorA,Model-ULTRA,FW1.2,38669,310.8,286.1,32.4,72.2,1,4,0,5.26,2.61,0,0,0
NVME-02642,VendorA,Model-X2,FW1.2,46664,61.3,50.3,41.7,13.6,1,4,1,6.21,7.49,0,0,0
NVME-02643,VendorC,Model-X2,FW2.0,16121,254.2,331.0,44.1,57.9,0,3,1,17.88,3.26,0,0,0
NVME-02644,VendorC,Model-LITE,FW1.2,53642,122.4,149.2,40.6,21.3,0,4,1,15.39,6.82,0,0,0
NVME-02645,VendorA,Model-LITE,FW1.2,21299,137.8,133.9,39.1,34.9,1,3,1,8.63,0.65,0,0,0
NVME-02646,VendorB,Model-X1,FW1.0,5600,54.2,71.7,34.9,18.2,0,5,0,12.0,4.68,0,0,0
NVME-02647,VendorD,Model-PRO,FW1.0,29766,79.3,72.2,35.9,15.8,1,4,2,11.2,0.13,0,0,0
NVME-02648,VendorB,Model-LITE,FW1.2,5502,68.0,88.6,49.5,12.9,0,4,1,3.78,4.39,0,0,0
NVME-02649,VendorB,Model-X1,FW2.0,23471,147.5,78.5,31.9,29.6,0,0,1,0.39,0.9,0,0,0
NVME-02650,VendorB,Model-X2,FW1.2,37649,38.5,24.4,40.4,18.1,0,2,1,10.03,4.05,0,0,0
NVME-02651,VendorA,Model-X1,FW1.2,35554,36.7,46.1,45.7,12.3,0,3,0,0.39,2.41,0,0,0
NVME-02652,VendorB,Model-X1,FW1.2,15615,9.9,6.1,31.6,2.1,0,3,0,4.64,13.76,0,0,0
NVME-02653,VendorB,Model-X1,FW2.1,17687,138.3,163.7,43.7,27.8,2,4,0,12.07,0.77,0,0,0
NVME-02654,VendorA,Model-X1,FW2.0,37924,28.8,35.2,48.4,1.3,1,2,1,1.8,21.54,0,0,0
NVME-02655,VendorC,Model-LITE,FW1.1,43997,87.2,101.3,42.8,23.4,1,2,0,0.82,9.12,0,0,0
NVME-02656,VendorB,Model-PRO,FW1.2,7157,24.5,32.3,49.0,4.1,1,4,0,1.93,5.06,0,0,0
NVME-02657,VendorD,Model-X1,FW1.1,57849,89.1,90.1,39.7,22.1,1,3,0,22.75,2.25,0,0,0
NVME-02658,VendorD,Model-ULTRA,FW2.0,12199,85.0,118.7,33.2,25.9,0,2,0,20.95,16.04,0,0,0
NVME-02659,VendorA,Model-X2,FW1.2,48723,56.5,60.4,38.8,7.5,1,2,2,12.96,6.33,0,0,0
NVME-02660,VendorC,Model-X2,FW1.1,46446,117.7,118.6,29.1,23.0,0,1,1,18.35,15.61,0,0,0
NVME-02661,VendorB,Model-X2,FW1.1,22197,53.7,54.2,59.0,14.6,1,4,0,7.3,5.77,0,0,0
NVME-02662,VendorD,Model-X2,FW2.0,5283,161.5,228.1,39.9,34.9,3,4,0,14.45,6.33,1,4,1
NVME-02663,VendorA,Model-X2,FW1.2,53466,188.8,140.4,24.9,41.2,0,5,0,8.93,5.74,0,0,0
NVME-02664,VendorC,Model-X1,FW2.1,20563,196.6,234.9,34.8,47.9,0,0,0,2.65,1.04,0,0,0
NVME-02665,VendorC,Model-PRO,FW2.0,49194,88.3,65.6,38.4,23.4,1,3,0,2.9,5.98,0,0,0
NVME-02666,VendorA,Model-ULTRA,FW2.1,31160,133.6,79.1,29.8,28.0,0,5,1,8.7,8.9,0,0,0
NVME-02667,VendorA,Model-LITE,FW1.2,16796,88.1,128.1,29.7,16.9,1,8,1,3.87,10.17,0,0,0
NVME-02668,VendorC,Model-ULTRA,FW1.1,8454,122.6,77.2,37.2,27.0,1,1,2,3.81,5.16,0,0,0
NVME-02669,VendorC,Model-LITE,FW2.0,18012,91.6,108.7,44.3,26.0,1,5,1,0.54,8.59,0,0,0
NVME-02670,VendorB,Model-LITE,FW2.0,45448,98.8,91.3,47.6,13.9,2,5,0,12.46,4.79,0,0,0
NVME-02671,VendorC,Model-ULTRA,FW2.0,29461,241.2,322.5,48.9,53.1,0,2,1,11.0,1.38,0,0,0
NVME-02672,VendorB,Model-X1,FW1.0,21980,14.1,18.0,35.3,6.3,2,1,0,3.83,7.93,0,0,0
NVME-02673,VendorC,Model-X2,FW1.2,42625,102.0,65.7,20.0,19.6,1,4,1,13.98,13.69,0,0,0
NVME-02674,VendorA,Model-X1,FW1.0,15860,101.5,98.2,54.2,15.7,0,3,1,9.68,9.12,0,0,0
NVME-02675,VendorD,Model-X2,FW2.0,4868,52.2,27.5,38.3,6.3,1,3,0,5.04,2.57,0,0,0
NVME-02676,VendorA,Model-PRO,FW2.0,24051,130.9,121.7,36.5,30.9,1,1,1,14.48,5.92,0,0,0
NVME-02677,VendorB,Model-LITE,FW2.1,33266,84.7,101.7,49.9,18.4,1,6,0,0.42,9.3,0,0,0
NVME-02678,VendorA,Model-ULTRA,FW1.0,48112,57.7,42.2,37.5,3.4,0,2,0,15.34,6.54,0,0,0
NVME-02679,VendorA,Model-PRO,FW1.1,55882,98.0,128.4,43.9,19.3,1,3,0,11.89,6.28,0,0,0
NVME-02680,VendorB,Model-X2,FW1.2,17531,250.6,138.6,42.0,62.1,0,4,1,1.61,4.53,0,0,0
NVME-02681,VendorA,Model-X1,FW1.1,18426,383.0,204.7,30.1,84.9,2,2,1,4.15,1.93,0,0,0
NVME-02682,VendorD,Model-ULTRA,FW1.1,27806,74.2,39.1,31.3,19.4,1,5,1,1.26,3.45,0,0,0
NVME-02683,VendorA,Model-LITE,FW1.2,33107,68.1,53.1,38.2,14.7,2,5,1,0.32,4.62,0,0,0
NVME-02684,VendorB,Model-PRO,FW2.0,27034,84.1,81.3,39.9,22.8,2,4,0,11.93,16.15,0,0,0
NVME-02685,VendorB,Model-LITE,FW2.1,39332,19.9,12.1,35.0,7.4,4,3,0,15.55,6.78,0,0,0
NVME-02686,VendorA,Model-X2,FW2.0,33539,77.3,115.7,35.0,17.3,0,4,0,3.62,5.13,0,0,0
NVME-02687,VendorA,Model-LITE,FW2.0,32324,13.6,20.4,39.4,0.0,1,1,0,3.43,1.49,0,0,0
NVME-02688,VendorB,Model-X1,FW1.0,51871,43.9,44.8,34.4,12.0,3,4,2,17.35,0.67,1,4,1
